audio_01068|Frederick cho rằng vua là công bọc đầu tiên của nhân dân, vua mà dùng quyền lực một cách xảo trá, tư lợi, dân không phục, quan không tin, nước tất loạn. Đi ngược lại hoàn toàn nội dung được viết trong quân vương.|Frederick cho rằng vua là công bọc đầu tiên của nhân dân, vua mà dùng quyền lực một cách xảo trá, tư lợi, dân không phục, quan không tin, nước tất loạn. Đi ngược lại hoàn toàn nội dung được viết trong quân vương.
audio_01069|À, chào chị.|À, chào chị.
audio_01070|Các cậu nghĩ là trường Falcon sẽ xếp cho chúng ta về phe nào?|Các cậu nghĩ là trường Falcon sẽ xếp cho chúng ta về phe nào?
audio_01071|Trong khi đó, giá vàng nhẫn tiếp tục tăng, lập đỉnh mới. Nhiều người dân tranh thủ đi bán vàng để chốt lời.|Trong khi đó, giá vàng nhẫn tiếp tục tăng, lập đỉnh mới. Nhiều người dân tranh thủ đi bán vàng để chốt lời.
audio_01072|Việt Nam thậm chí nằm trong top 3 nước có mức cải thiện tích cực nhất trong 5 năm trở lại đây.|Việt Nam thậm chí nằm trong top 3 nước có mức cải thiện tích cực nhất trong 5 năm trở lại đây.
audio_01073|Rất nhiều option.|Rất nhiều option.
audio_01074|Để khi mình ngâm á thì cái găng bò mình nó không có bị hư.|Để khi mình ngâm á thì cái găng bò mình nó không có bị hư.
audio_01075|Dù là học ở trường lớp hoặc tự học, nhưng trong số tất cả môn học mà chúng ta có thể tùy ý chọn lựa, thì những khoa học nào thích hợp với lối tự học hơn?|Dù là học ở trường lớp hoặc tự học, nhưng trong số tất cả môn học mà chúng ta có thể tùy ý chọn lựa, thì những khoa học nào thích hợp với lối tự học hơn?
audio_01076|Điền Xá là một trận đánh then chốt.|Điền Xá là một trận đánh then chốt.
audio_01077|Trong những cái món chai á.|Trong những cái món chai á.
audio_01078|Có 1 mã sàn.|Có 1 mã sàn.
audio_01079|Món này thì những chị em phụ nữ hoặc là những em nhỏ rất là thích.|Món này thì những chị em phụ nữ hoặc là những em nhỏ rất là thích.
audio_01080|Con này nên cho ở nhà một chuyến để biết thân.|Con này nên cho ở nhà một chuyến để biết thân.
audio_01081|Hết lòng kiên nhẫn có thể làm thay đổi cuộc đời bạn như thế nào?|Hết lòng kiên nhẫn có thể làm thay đổi cuộc đời bạn như thế nào?
audio_01082|Và bây giờ là lúc ông ấy thực hiện điều đó.|Và bây giờ là lúc ông ấy thực hiện điều đó.
audio_01083|Đồng chí Phó Chủ tịch nước Võ Thị Ánh Xuân mong muốn tỉnh Yên Bái tiếp tục tranh thủ sự lãnh đạo của Trung ương, các nguồn lực, nhất là ba chương trình mục tiêu quốc gia để đầu tư phát triển cho địa phương.|Đồng chí Phó Chủ tịch nước Võ Thị Ánh Xuân mong muốn tỉnh Yên Bái tiếp tục tranh thủ sự lãnh đạo của Trung ương, các nguồn lực, nhất là ba chương trình mục tiêu quốc gia để đầu tư phát triển cho địa phương.
audio_01084|Tôi đưa cho ông một thứ.|Tôi đưa cho ông một thứ.
audio_01085|Nơi anh em hắn.|Nơi anh em hắn.
audio_01086|Là cuộc sống mình có những cái vai này.|Là cuộc sống mình có những cái vai này.
audio_01087|Rồi lại ngủ tiếp đi.|Rồi lại ngủ tiếp đi.
audio_01088|Đó là gõ vào kính. Nếu có người đang quan sát bạn từ bên phía kia thì gương sẽ phát ra âm thanh trống rỗng.|Đó là gõ vào kính. Nếu có người đang quan sát bạn từ bên phía kia thì gương sẽ phát ra âm thanh trống rỗng.
audio_01089|Ta không còn đủ sức để đi về nhà.|Ta không còn đủ sức để đi về nhà.
audio_01090|Vì vậy, nên giữ một tinh thần thoải mái trước những bất hạnh đó.|Vì vậy, nên giữ một tinh thần thoải mái trước những bất hạnh đó.
audio_01091|Điều đó đã thay đổi cuộc đời Leonardo mãi mãi.|Điều đó đã thay đổi cuộc đời Leonardo mãi mãi.
audio_01092|Vì nếu vừa sống vừa quan tâm đến nhận định của người khác thì sẽ cản trở sự tìm kiếm và phát triển năng lực của bản thân.|Vì nếu vừa sống vừa quan tâm đến nhận định của người khác thì sẽ cản trở sự tìm kiếm và phát triển năng lực của bản thân.
audio_01093|Lá cây rung động, ngọn khói thướt tha, bồng lúa sột soạt như cảm tiếng gọi của mâu ni muốn theo về nơi hư không tịch mịch.|Lá cây rung động, ngọn khói thướt tha, bồng lúa sột soạt như cảm tiếng gọi của mâu ni muốn theo về nơi hư không tịch mịch.
audio_01094|Loại phương tiện này sẽ đóng yêu cầu như một tiêm kích đa năng hiện nay, đó là đánh chặn, không chiến quân vòng, kiêm đánh bom với tốc độ siêu thành.|Loại phương tiện này sẽ đóng yêu cầu như một tiêm kích đa năng hiện nay, đó là đánh chặn, không chiến quân vòng, kiêm đánh bom với tốc độ siêu thành.
audio_01095|Tính ra, Lục Yên là sư mụi nhỏ nhất của anh.|Tính ra, Lục Yên là sư mụi nhỏ nhất của anh.
audio_01096|Những thứ này còn quý hơn cả tiền bạc.|Những thứ này còn quý hơn cả tiền bạc.
audio_01097|Thì đó là điều mà họ phải làm.|Thì đó là điều mà họ phải làm.
audio_01098|Hoàng tử Johan và Johan Liebert đều là những cậu bé yếu đuối sắp chết.|Hoàng tử Johan và Johan Liebert đều là những cậu bé yếu đuối sắp chết.
audio_01099|Nhưng mà nói như thế.|Nhưng mà nói như thế.
audio_01100|Và ở các phần dưới này bạn có thể nhìn thấy này.|Và ở các phần dưới này bạn có thể nhìn thấy này.
audio_01101|Thế là hai anh em gấu con vừa cười vừa lăn khắp nhà.|Thế là hai anh em gấu con vừa cười vừa lăn khắp nhà.
audio_01102|Một đàn cỏ trắng phao phao, ăn no tắm mát rủ nhau đi nằm, là cái gì?|Một đàn cỏ trắng phao phao, ăn no tắm mát rủ nhau đi nằm, là cái gì?
audio_01103|Vì vậy, công ty Bausch & Lomb đã phát minh ra trồng kính hình giọt nước có khung kim loại nhẹ bao quanh.|Vì vậy, công ty Bausch & Lomb đã phát minh ra trồng kính hình giọt nước có khung kim loại nhẹ bao quanh.
audio_01104|Chỉ xem em là em gái.|Chỉ xem em là em gái.
audio_01105|Làm nghề nhà báo trong nước, ngoài nước, giảng viên huấn luyện các nhà báo trẻ.|Làm nghề nhà báo trong nước, ngoài nước, giảng viên huấn luyện các nhà báo trẻ.
audio_01106|Thương vụ hơi.|Thương vụ hơi.
audio_01107|Mặt trăng xanh.|Mặt trăng xanh.
audio_01108|Thủ tướng Đức Olafsson cho đến nay đã công khai từ chối làm điều này vì lo sợ xung đột leo thang.|Thủ tướng Đức Olafsson cho đến nay đã công khai từ chối làm điều này vì lo sợ xung đột leo thang.
audio_01109|Giá thì cao gấp 4 gấp 5 lần.|Giá thì cao gấp 4 gấp 5 lần.
audio_01110|Đội trưởng Jasmine có kể về cháu ấy đó.|Đội trưởng Jasmine có kể về cháu ấy đó.
audio_01111|Ông sang nhà cháu chơi và ngủ với cháu nhá.|Ông sang nhà cháu chơi và ngủ với cháu nhá.
audio_01112|Nói thật.|Nói thật.
audio_01113|Trừ thầy nó và hai bu nó ra.|Trừ thầy nó và hai bu nó ra.
audio_01114|Ngược lại, tôi cũng nhắc bạn nhớ rằng cho dù bạn có tự nói với chính mình, mình không muốn sống như thế này nữa, thì thế nào trải nghiệm ấy cũng trở lại cho đến khi bạn học được kinh nghiệm cần thiết và có sức mạnh ý chí để chuyển hóa điều đó.|Ngược lại, tôi cũng nhắc bạn nhớ rằng cho dù bạn có tự nói với chính mình, mình không muốn sống như thế này nữa, thì thế nào trải nghiệm ấy cũng trở lại cho đến khi bạn học được kinh nghiệm cần thiết và có sức mạnh ý chí để chuyển hóa điều đó.
audio_01115|Phung xương nhẹ giữ ẩm cho lá.|Phung xương nhẹ giữ ẩm cho lá.
audio_01116|Trước đó thì mình đã cho vào trong nồi nước lèo là 1 muỗng nhỏ cà phê muối rồi.|Trước đó thì mình đã cho vào trong nồi nước lèo là 1 muỗng nhỏ cà phê muối rồi.
audio_01117|Bạn nghĩ sao về chủ đề này? Hay có câu chuyện tương tự về vật nuôi của mình không?|Bạn nghĩ sao về chủ đề này? Hay có câu chuyện tương tự về vật nuôi của mình không?
audio_01118|Nếu bạn lên kế hoạch thực hiện 10 cuộc gọi trong hôm nay.|Nếu bạn lên kế hoạch thực hiện 10 cuộc gọi trong hôm nay.
audio_01119|Nhớ cho vô 1 xíu muối để cho hành nó giữ được cái màu xanh cũng như là có vị.|Nhớ cho vô 1 xíu muối để cho hành nó giữ được cái màu xanh cũng như là có vị.
audio_01120|Của nhân dân tiến bộ toàn thế giới.|Của nhân dân tiến bộ toàn thế giới.
audio_01121|Mà Frankl đã mô tả.|Mà Frankl đã mô tả.
audio_01122|Trận mưa kéo dài đã khiến nhiều tuyến đường ở TP.HCM nhanh chóng ngập sâu.|Trận mưa kéo dài đã khiến nhiều tuyến đường ở TP.HCM nhanh chóng ngập sâu.
audio_01123|Chưa kể tới việc, khi Hamas tấn công, phiến quân Hezbollah cũng đã tranh thủ pháo kích vào lãnh thổ Israel.|Chưa kể tới việc, khi Hamas tấn công, phiến quân Hezbollah cũng đã tranh thủ pháo kích vào lãnh thổ Israel.
audio_01124|Thì cái hành trình nó sẽ kết thúc tại đây.|Thì cái hành trình nó sẽ kết thúc tại đây.
audio_01125|Nhưng chỉ đến gần đây, anh mới bắt đầu cảm nhận sâu sắc và chân thật hơn rất nhiều về cái hiện tượng này thông qua những câu chuyện của học trò của mình đang sống và làm việc ở nước ngoài.|Nhưng chỉ đến gần đây, anh mới bắt đầu cảm nhận sâu sắc và chân thật hơn rất nhiều về cái hiện tượng này thông qua những câu chuyện của học trò của mình đang sống và làm việc ở nước ngoài.
audio_01126|Một trật tự thế giới hòa bình.|Một trật tự thế giới hòa bình.
audio_01127|Thậm chí động mạch, tĩnh mạch bị hủy hoại đến mức bác sĩ không thể tìm được chỗ để tiêm bóc phin.|Thậm chí động mạch, tĩnh mạch bị hủy hoại đến mức bác sĩ không thể tìm được chỗ để tiêm bóc phin.
audio_01128|Nếu mà mình làm nhỏ hơn thì các bạn có thể xé lá chuối ra.|Nếu mà mình làm nhỏ hơn thì các bạn có thể xé lá chuối ra.
audio_01129|Không phải tôi.|Không phải tôi.
audio_01130|Thưa quý vị, Tết trong tâm thức của người Việt Nam mang ý nghĩa thiêng liêng.|Thưa quý vị, Tết trong tâm thức của người Việt Nam mang ý nghĩa thiêng liêng.
audio_01131|Với cái bộ suit mà em đang mặc.|Với cái bộ suit mà em đang mặc.
audio_01132|Tập trung nó vào trong công việc.|Tập trung nó vào trong công việc.
audio_01133|Không xử lý nha.|Không xử lý nha.
audio_01134|Tuy nhiên, họ phớt lờ các quy tắc lâu đời.|Tuy nhiên, họ phớt lờ các quy tắc lâu đời.
audio_01135|Khoa hồi sức tích cực và chống độc Bệnh viện Đa khoa vùng Tây Nguyên được coi là chiến tuyến cuối cùng trong trận chiến giành lại sự sống cho bệnh nhân.|Khoa hồi sức tích cực và chống độc Bệnh viện Đa khoa vùng Tây Nguyên được coi là chiến tuyến cuối cùng trong trận chiến giành lại sự sống cho bệnh nhân.
audio_01136|Thật ra chúng cũng đang có mặt ngay trong giây phút này và nơi đây trong bất cứ một hoàn cảnh hay tình trạng nào mà ta đang có mặt chứ không thể là một nơi nào khác.|Thật ra chúng cũng đang có mặt ngay trong giây phút này và nơi đây trong bất cứ một hoàn cảnh hay tình trạng nào mà ta đang có mặt chứ không thể là một nơi nào khác.
audio_01137|Rồi giá thời điểm là 50k 50k.|Rồi giá thời điểm là 50k 50k.
audio_01138|Đỏ.|Đỏ.
audio_01139|Khi nghi ngờ chưa sinh.|Khi nghi ngờ chưa sinh.
audio_01140|Con nên rút lui đi.|Con nên rút lui đi.
audio_01141|Và rồi ông bước xuống tâm sự với bạn bè, giá như tôi có thể cao thêm 20cm, hoặc dù chỉ 10cm thôi, thì chắc chắn tôi sẽ có một cuộc sống hạnh phúc hơn.|Và rồi ông bước xuống tâm sự với bạn bè, giá như tôi có thể cao thêm 20cm, hoặc dù chỉ 10cm thôi, thì chắc chắn tôi sẽ có một cuộc sống hạnh phúc hơn.
